ScripID,ScripCode,ScripName,OurSectorClassification
511031,INTEG.FINANC,Integ.Financ (Bse Code: 511031 ),Financial Services
505052,CLUTCH.AUTO ,Clutch.Auto  (Bse Code: 505052 ),Auto Ancillaries
500480,CUMMINS (I) ,Cummins (I)  (Bse Code: 500480 ),Engineering
500672,NOVARTIS    ,Novartis     (Bse Code: 500672 ),Pharmaceuticals
502157,MANGALAM CEM,Mangalam Cem (Bse Code: 502157 ),Cement
500288,MOREPEN LAB.,Morepen Lab. (Bse Code: 500288 ),Pharmaceuticals
532398,UMESL       ,Usha Martin Education & Solutions Ltd (BSE code:532398)   ,IT
532399,RELMEDIA    ,Reliance MediaWorks Limited (BSE code:532399)   ,Media and Entertainment
531314,INTEGRA CAP.,INTEGRA CAPI (BSE code:531314)   ,Financial Services
500093,CROMPT.GREAV,Crompt.Greav (Bse Code: 500093 ),Engineering
500130,ELGI FINANCE,Elgi Finance (Bse Code: 500130 ),Financial Services
505729,SINGER INDIA,Singer India (Bse Code: 505729 ),Consumer Durables
524719,SOCRUS BIO  ,Socrus Bio   (Bse Code: 524719 ),HealthcareandHospitals
507878,UNITECH LTD ,Unitech Ltd  (Bse Code: 507878 ),Real Estate
934771,TITAN12MAY6 ,Titan12may6  (Bse Code: 934771 ),Un classified
502374,ELLORA PAPER,Ellora Paper (Bse Code: 502374 ),Paper
533067,Pennar Ind*  (Bse Code: 533067 ),Pennar Ind*  (Bse Code: 533067 ),Un classified
523652,KAL PLASTIK ,Kal Plastik  (Bse Code: 523652 ),Fashion and personal items
501430,Bom.Cycle    (Bse Code: 501430 ),Bom.Cycle    (Bse Code: 501430 ),Automobiles
670002,Pantalbndvr  (Bse Code: 670002 ),Pantalbndvr  (Bse Code: 670002 ),Un classified
503641,Growel Inv P (Bse Code: 503641 ),Growel Inv P (Bse Code: 503641 ),Real Estate
517044,Int.Data Man (Bse Code: 517044 ),Int.Data Man (Bse Code: 517044 ),Others
533156,VASCON ENG  ,Vascon Eng   (Bse Code: 533156 ),Real Estate
533160,D B REALTY  ,D B Realty   (Bse Code: 533160 ),Real Estate
506016,JALGAON RE-R,Jalgaon Re-R (Bse Code: 506016 ),Steel
530807,REGA REALTY ,Rega Realty  (Bse Code: 530807 ),Construction and Building Materials
590112,KOTAK NIFTY ,Kotak Nifty  (Bse Code: 590112 ),Financial Services
961668,ICIRIBSEPT07,Iciribsept07 (Bse Code: 961668 ),Un classified
503169,RUBY MILLS  ,Ruby Mills   (Bse Code: 503169 ),Textile
500285,SPICEJET LTD,Spicejet Ltd (Bse Code: 500285 ),Aviation
532154,ROBINSON WOR,Robinson Wor,Others
972485,NABARD01908 ,Nabard01908 ,Un classified
961650,ICIAPR30TS1 ,Iciapr30ts1 ,Un classified
945674,RICL01NOV07 ,Ricl01nov07 ,Un classified
533166,SUNDARAMMUL ,Sundarammul ,Others
934791,LNTF 2010AII,Lntf 2010aii,Un classified
934775,SAUCEM2006A ,Saucem2006a ,Un classified
531972,MAGICUT TOOL,Magicut Tool,Auto Ancillaries
945725,RANKINVSR08 ,Rankinvsr08 ,Un classified
972389,NABARD2I1   ,Nabard2i1   ,Un classified
531017,ARIHANT SEC.,Arihant Sec.,Financial Services
700112,ISPAT CRP 10,Ispat Crp 10,Un classified
700085,JSW 10% CRP ,Jsw 10% Crp ,Un classified
934792,BRITANIANCD ,Britaniancd ,Un classified
750479,ADANIENTLR  ,Adanientlr  ,Un classified
500284,LORDS CHLORO,Lords Chloro,Chemicals
750478,VIDEOCONLR  ,Videoconlr  ,Un classified
533179,PERSISTENT  ,Persistent  ,IT
531171,DEVIKA PROT.,Devika Prot.,Food Processing
533180,SHREEGANESH ,Shreeganesh ,Fashion and personal items
524446,SABERO ORG. ,Sabero Organics Gujarat Limited (BSE code:524446)   ,Agricultural Related
524500,KILITCH DRUG,Kilitch Drugs India Ltd(NDA) (BSE code:524500)   ,Pharmaceuticals
524518,KREBS BIOCHM,Krebs Biochemicals & Industries Ltd(NDA) (BSE code:524518)   ,Chemicals
524558,NEULAND LAB.,Neuland Laboratories Ltd. (BSE code:524558)   ,Pharmaceuticals
524580,PRIYA LTD.  ,PRIYA LIMITD(BSE INDONEXT) (BSE code:524580)   ,Others
524598,AKSHARCHEM I,AKSHARCHEM I(BSE INDONEXT) (BSE code:524598)   ,Dye Material
524610,RATHI GRAPH.,Rathi Graphics Technologies Ltd(NDA) (BSE code:524610)   ,Others
524648,INDO AMINES ,INDO AMINES(BSE INDONEXT) (BSE code:524648)   ,Chemicals
524683,METROCHE.IND,Metrochem Industries Ltd(NDA) (BSE code:524683)   ,Dye Material
524709,NAGAR.AGRICH,Nagarjuna Agrichem Ltd (BSE code:524709)   ,Agricultural Related
524715,SUN PHARMA. ,Sun Pharmaceutical Industries Limited (BSE code:524715)   ,Pharmaceuticals
524748,LINK PHARMA ,LINK PHARMA (BSE code:524748)   ,Chemicals
526117,SHERVANI IND,Shervani Industrial Syndicate Ltd(NDA) (BSE code:526117)   ,Others
526139,TRANSGENE BI,Transgene Biotek Ltd (BSE code:526139)   ,HealthcareandHospitals
526159,NIKHIL ADHSV,Nikhil Adhesives Ltd (BSE code:526159)   ,Others
526193,ROYAL CUSHIO,Royal Cushion Vinyl Products Ltd.(NDA) (BSE code:526193)   ,Plastic Processing
526227,FILATEX INDI,Filatex India Limited (BSE code:526227)   ,Textile
526247,PREMIER EXPL,Premier Explosives Limited (BSE code:526247)   ,Others
526307,HIND.INDUSTR,Hind Industries Ltd(NDA) (BSE code:526307)   ,Food Processing
526381,PAT INT LOG ,Patel Integrated Logistics Ltd (BSE code:526381)   ,Others
526445,INDRAYANI BI,INDRAYAN BIO (BSE code:526445)   ,Others
526473,ELEGANT FLOR,ELEG FLOR AG (BSE code:526473)   ,Others
526481,PHOENIX INT.,Phoenix International Ltd (BSE code:526481)   ,Others
526538,MAXIMAA SYST,MAXIMAA SYSE (BSE code:526538)   ,Breweries and Distilleries
526550,COUNTRY CLUB,Country Club India Ltd (BSE code:526550)   ,Others
526568,LONGVIEW TEA,LONGVI TEA C (BSE code:526568)   ,Agricultural Related
526582,TPL PLAST   ,TPL Plastech Limited (BSE code:526582)   ,Plastic Processing
526608,ELECTROTHERM,Electrotherm (India) Ltd (BSE code:526608)   ,Engineering
526612,BLUE DART EX,Blue Dart Express Limited (BSE code:526612)   ,Courier and Logistic Services
526652,CALS REF LTD,Cals Refineries Ltd (BSE code:526652)   ,Oil and Gas
526668,KAMAT HOTELS,Kamat Hotels India Ltd. (BSE code:526668)   ,Tourism and Hotels
526707,ALCHEMIST LT,Alchemist Ltd. (BSE code:526707)   ,Food Processing
514128,KONARK SYN. ,KONARK SYNTH (BSE code:514128)   ,Textile
517463,LINAKS MICRO,LINAK MICROE (BSE code:517463)   ,Engineering
530425,SUNDAY EXPOR,SUNDAY EXPOR (BSE code:530425)   ,Textile
505397,TECHNO ELEC ,Techno Elec  (Bse Code: 505397 ),Engineering
514484,THAMBI MOD. ,THAMBBI MODERN SPI INR10 (BSE code:514484)   ,Textile
946817,Ndl08jun10  ,Ndl08jun10  ,Un classified
506267,Assam Petro ,Assam Petro ,Un classified
590118,Infronics   ,Infronics   ,IT
526687,POLO HOTELS ,POLO HOTELS (BSE code:526687)   ,Tourism and Hotels
533100,PREMIER ENER,Premier Energy and Infrastructure Ltd (BSE code:533100)   ,Infrastructure Facilities
532675,PRITHVI INFO,PRITHVI INFO (BSE code:532675)   ,IT
524037,RAMA PHOSPH ,RAMA PHOS LT (BSE code:524037)   ,Agricultural Related
508136,BB REALTY   ,Bb Realty    (Bse Code: 508136 ),Agricultural Related
506093,BCL FORGING ,Bcl Forging  (Bse Code: 506093 ),Steel
509480,BERGER PAINT,Berger Paint (Bse Code: 509480 ),Paints
511501,BHARAT BHUSH,BHARAT BHUSH (BSE code:511501)   ,Financial Services
524396,BIOFIL CHEM ,BIOFIL CH PH (BSE code:524396)   ,Pharmaceuticals
506981,BL.CHIP TEX ,Bl.Chip Tex  (Bse Code: 506981 ),Textile
532290,BLB LTD.    ,BLB Ltd(NDA) (BSE code:532290)   ,Financial Services
531175,BLS INFOTE  ,BLS Infotech Limited(NDA) (BSE code:531175)   ,IT
526731,BRIGHT BROS.,Bright Brothers Limited (BSE code:526731)   ,Plastic Processing
509563,GARWA.MARINE,Garwa.Marine (Bse Code: 509563 ),Others
532345,GATI LTD.   ,Gati Limited (BSE code:532345)   ,Courier and Logistic Services
533104,GLOBUS SPR  ,Globus Spirits Limited (BSE code:533104)   ,Breweries and Distilleries
521131,ANJANI FABRI,Anjani Fabrics Ltd (BSE code:521131)   ,Textile
514258,HYTONE TEXST,HYTONE TEXST (BSE code:514258)   ,Textile
531840,IEC EDU     ,IEC EDU (BSE code:531840)   ,IT
500209,INFOSYS TECH,Infosys Tech (Bse Code: 500209 ),IT
523638,IP RINGS LTD,IP Rings Limited (BSE code:523638)   ,Auto Ancillaries
500084,CESC LTD.   ,Cesc Ltd.    (Bse Code: 500084 ),Power
532363,COMP-U-LEARN,COMP-U-LEARN TECH INR10 (BSE code:532363)   ,IT
590031,DE NORA     ,De Nora India Ltd(NDA) (BSE code:590031)   ,Engineering
526315,DIVYA.GRANIT,Divyashakti Graniter Ltd(NDA) (BSE code:526315)   ,Mining
526285,DIVYAJYOTI I,DIVYAJYO IND (BSE code:526285)   ,Food Processing
512369,ENNORE COKE ,ENNORE COKE (BSE code:512369)   ,Textile
500495,ESCORTS LTD.,Escorts Ltd. (Bse Code: 500495 ),Automobiles
961685,FORTISWARR  ,Fortiswarr   (Bse Code: 961685 ),Un classified
513579,FOUNDRY FUEL,FOUNDRY FUEL (BSE code:513579)   ,Mining
532155,GAIL (I) LTD,GAIL (India) Limited (BSE code:532155)   ,Oil and Gas
504058,NIPPO BATT  ,Nippo Batt   (Bse Code: 504058 ),Batteries
590074,ORTIN LABS  ,ORTINLABS (BSE code:590074)   ,Pharmaceuticals
500223,JCT LTD     ,Jct Ltd      (Bse Code: 500223 ),Textile
504920,JHAGAD COP  ,Jhagad Cop   (Bse Code: 504920 ),Non Ferrous Metals
511288,GRUH FINANCE,Gruh Finance (Bse Code: 511288 ),Housing Finance
532139,G-TECH INFO.,GTECH INFOTR (BSE code:532139)   ,Financial Services
514308,HANJER FIBRE,HANJER FIBRE (BSE code:514308)   ,Textile
526935,M.B.PARIKH  ,M B PARIK FI (BSE code:526935)   ,Financial Services
500277,MID INDIA IN,Mid India In (Bse Code: 500277 ),Textile
532539,MINDA IND   ,Minda Industries Ltd. (BSE code:532539)   ,Auto Ancillaries
531595,MONEY MAT F ,MONEY MAT F (BSE code:531595)   ,Financial Services
531716,RIDS SECUR. ,RIDS SECURIT (BSE code:531716)   ,Financial Services
524440,CAMEX LTD   ,CAMEX LTD (BSE code:524440)   ,Dye Material
524448,AHLCON PAREN,Ahlcon Parenterals India Ltd (BSE code:524448)   ,Pharmaceuticals
524522,LAFFANS PETR,Laffans Petrochemicals Ltd(NDA) (BSE code:524522)   ,Chemicals
524552,SHASUN CHEM.,Shasun Chemicals & Drugs Limited (BSE code:524552)   ,Pharmaceuticals
524564,GAYATRI BIO ,Gayatri Starchkem Ltd. (BSE code:524564)   ,Others
524570,PODDAR PIGM.,Poddar Pigments Ltd(NDA) (BSE code:524570)   ,Others
524594,ASHOK-ALCO  ,ASHOK ALCO-CHEM LT INR10 (BSE code:524594)   ,Chemicals
524608,FEM CARE PH.,Fem Care Pharma Ltd. (BSE code:524608)   ,Personal Care
524634,ALU FLUORIDE,Alufluoride Ltd (BSE code:524634)   ,Chemicals
524663,BH.IMMUN&BIO,Bharat Immunologicals and Biologica(NDA) (BSE code:524663)   ,Pharmaceuticals
524687,BASANT AGRO ,Basant Agro Tech India Ltd(NDA) (BSE code:524687)   ,Agricultural Related
524699,KILBURN CHEM,Kilburn Chemicals Ltd (BSE code:524699)   ,Chemicals
524717,TITAN BIOTEC,TITAN BIOTEC(BSE INDONEXT) (BSE code:524717)   ,Chemicals
524731,JENBURKT PH.,Jenburkt Pharmaceuticals Ltd(NDA) (BSE code:524731)   ,Pharmaceuticals
524760,ARVIND INTER,ARVIND INTER(BSE INDONEXT) (BSE code:524760)   ,Plastic Processing
524768,EMMESSAR BIO,EMMESSA BIOT (BSE code:524768)   ,Chemicals
524796,VARDHMAN LAB,VARDHMAN LABORATOR INR10 (BSE code:524796)   ,Pharmaceuticals
524804,AUROB.PHARMA,Aurobindo Pharma Limited (BSE code:524804)   ,Pharmaceuticals
524818,DYNAMIC IND.,Dynamic Industries Ltd(NDA) (BSE code:524818)   ,Dye Material
524826,JUPITER BIOS,Jupiter Bioscience Ltd (BSE code:524826)   ,Pharmaceuticals
526009,PROCAL ELECT,PROCA ELE IN (BSE code:526009)   ,Engineering
526049,LAKHMI COT  ,Shri Lakshmi Cotsyn Limited (BSE code:526049)   ,Textile
526093,SATVAH.ISPAT,Sathavahana Ispat Ltd. (BSE code:526093)   ,Steel
526113,UNIROYAL MAR,UNIROYAL MAR (BSE code:526113)   ,Food Processing
526133,SUPERTEX IND,Supertex Industries Ltd(NDA) (BSE code:526133)   ,Textile
526137,SHETRON LTD ,Shetron Limited (BSE code:526137)   ,Packaging
526195,NEOGEM INDIA,NEOGEM INDIA (BSE code:526195)   ,Others
526225,BLOOM DEKOR ,BLOOM DEKOR(BSE INDONEXT) (BSE code:526225)   ,Paper
526235,MERCATOR LIN,Mercator Lines Limited (BSE code:526235)   ,Shipping
526237,MORGAN VENT ,Morgan Ventures Ltd(NDA) (BSE code:526237)   ,Financial Services
526313,NU-TECH CORP,Nu-Tech Corporate Services Ltd (BSE code:526313)   ,Financial Services
526373,CINDRELLA HT,CINDRELLA HOTELS L INR10 (BSE code:526373)   ,Tourism and Hotels
526463,U G HOTELS  ,U G HOTELS R (BSE code:526463)   ,Tourism and Hotels
513335,AHMED.FORG  ,Ahmednagar Forgings Ltd. (BSE code:513335)   ,Engineering
513353,COCHIN MIN. ,Cochin Minerals & Rutile Ltd(NDA) (BSE code:513353)   ,Chemicals
513369,RAJKUMAR FRG,Rajkumar Forge limited (BSE code:513369)   ,Engineering
513414,SUJANA METAL,Sujana Metal Products Limited (BSE code:513414)   ,Steel
513452,ELANGO INDUS,Elango Industries Limited(NDA) (BSE code:513452)   ,Steel
513517,STEELCAST   ,Steelcast Ltd(NDA) (BSE code:513517)   ,Steel
533181,INTRASOFT   ,Intrasoft   ,IT
514171,CEETA IND.  ,Ceeta Ind.  ,Textile
502460,SOLID CONT. ,Solid Cont. ,Paper
531043,DHAN JEEVAN ,Dhan Jeevan ,HealthcareandHospitals
531982,SPECTR FOOD ,Spectr Food ,Others
531506,Shukr Bull  ,Shukr Bull  ,Fashion and personal items
526532,ESSEN SUPPLE,Essen Supple,Chemicals
505285,TULIVE      ,Tulive      ,Engineering
533200,TALWALKAR   ,Talwalkar   ,HealthcareandHospitals
511016,PREMIER CAP.,Premier Cap.,Financial Services
501622,Amalgamated ,Amalgamated ,Others
531065,Oswal Overse,Oswal Overse,Others
533206,SJVN        ,Sjvn        ,Power
531320,ARSI COSMET.,Arsi Cosmet.,Chemicals
533207,JPINFRATEC  ,Jpinfratec  ,Infrastructure Facilities
533139,FFTF16BGR   ,Fftf16bgr   ,Un classified
972341,Nabardsr2d2 ,Nabardsr2d2 ,Un classified
507970,PARA. COSMET,Para. Cosmet,Personal Care
632134,BNK OF BA(FI,Bnk Of Ba(Fi,Un classified
530887,INCAP FIN.  ,Incap Fin.  ,Un classified
509046,Leena Cons. ,Leena Cons. ,Others
530967,TCL TECHNOLO,Tcl Technolo,Chemicals
532962,DWS FTS43 RG,Dws Fts43 Rg,Un classified
946530,BARCLAYS123 ,Barclays123 ,Un classified
946122,EDEL13APR9B ,Edel13apr9b ,Un classified
946121,EDEL09APR9A ,Edel09apr9a ,Un classified
530167,MOONGIPA CAP,Moongipa Cap,Financial Services
710046,JCOP OCCRPS2,Jcop Occrps2,Un classified
518011,KEERTHI     ,Keerthi     ,Cement
504341,RAVINDRA TRA,Ravindra Tra,Financial Services
533220,Midfield    ,Midfield    ,Steel
590115,M50 Etf     ,M50 Etf     ,Financial Services
530915,J.R.Foods   ,J.R.Foods   ,Food Processing
504392,Krishna Ven ,Krishna Ven ,Real Estate
533228,Sks Micro   ,Sks Micro   ,Financial Services
533229,Bajaj Corp  ,Bajaj Corp  ,Personal Care
700005,Blue Blen(Pr,Blue Blen(Pr,Un classified
533239,Prakashstl  ,Prakashstl  ,Steel
504008,EMCO LTD.   ,Emco Ltd.    (Bse Code: 504008 ),Engineering
532313,MAHINDRALIFE,Mahindra Lifespace Developers Ltd. (BSE code:532313)   ,Real Estate
501477,MULLER & PHI,Muller & Phi (Bse Code: 501477 ),Personal Care
523594,KUNSTSTOFFE ,KUNSTSTOF IN (BSE code:523594)   ,Plastic Processing
500323,PAREKH PLATI,Parekh Plati (Bse Code: 500323 ),Others
532879,SIR SHADI LA,SIR SHADI LA (BSE code:532879)   ,Sugar
514142,TT LTD.     ,TT Ltd(NDA) (BSE code:514142)   ,Textile
500425,AMBUJA CEME ,Ambuja Ceme  (Bse Code: 500425 ),Cement
532406,AVANTEL LTD ,Avantel Softech Ltd. (BSE code:532406)   ,IT
531807,ING VYSYA BN,ING Vysya Bank Limited (BSE code:531807)   ,Banks
531162,EMAMI LTD.  ,Emami Limited (BSE code:531162)   ,Personal Care
523405,JM FINANCIAL,JM Financial Limited (BSE code:523405)   ,Financial Services
523021,RISHI PACKER,Rishi Packers Ltd(NDA) (BSE code:523021)   ,Packaging
590097,KOTAKGOLDETF,KOTAKGOLDETF (BSE code:590097)   ,Financial Services
531855,PRABHAV IND ,PRABHAV IND (BSE code:531855)   ,Construction and Building Materials
517059,SALZER ELEC ,Salzer Electronics Ltd(NDA) (BSE code:517059)   ,Engineering
517063,JETINFOTRAN ,Jetking Infotrain Ltd.(NDA) (BSE code:517063)   ,IT
517166,SPEL SEMICON,SPEL Semiconductor Limited (BSE code:517166)   ,IT
517201,SWITCH.TECH.,Switching Technology Gunther Ltd(NDA) (BSE code:517201)   ,Telecom
517250,INTEGRA IND ,Integra Hindustan Controls Ltd(NDA) (BSE code:517250)   ,Others
517271,HBL P SYS   ,HBL Power Systems Ltd. (BSE code:517271)   ,Batteries
517300,GUJ.IND.POW.,Gujarat Industries Power Company Limited (BSE code:517300)   ,Power
517380,IGARSHI MOT ,Igarashi Motors India Ltd. (BSE code:517380)   ,Auto Ancillaries
517385,SYMPHONY COM,SYMPHONY CONF SYS INR10 (BSE code:517385)   ,Consumer Durables
517429,VJIL CONSULT,VJIL Consulting Limited (BSE code:517429)   ,IT
517494,ACCEL TRANS ,Accel Transmatic Systems Ltd (BSE code:517494)   ,IT
517498,WEBSOL      ,Websol Energy Systems Limited (BSE code:517498)   ,Power
517514,D&H WELDING ,D&H Welding Electrodes India Ltd(NDA) (BSE code:517514)   ,Engineering
517552,ADVANCED MIC,Advanced Micronic Devices Limited (BSE code:517552)   ,Others
517569,KEI INDUST. ,KEI Industries Limited (BSE code:517569)   ,Engineering
518029,GUJ.SIDH.CEM,Gujarat Sidhee Cement Ltd (BSE code:518029)   ,Cement
519003,MODINATURAL ,Fortis Haitong Income (MUTF_CN:519003)  ,Food Processing
519039,VIPPY INDUS.,Changsheng Tongde Sector Growth Fund (MUTF_CN:519039)  ,Food Processing
519214,WILLIAM.FIN.,Williamson Financial Services Ltd (BSE code:519214)   ,Financial Services
519248,JVL AGRO    ,JVL Agro Industries Limited (BSE code:519248)   ,Food Processing
519307,VIKAS WSP   ,Vikas WSP Limited (BSE code:519307)   ,Others
519323,MURLI INDU  ,Murli Industries Ltd. (BSE code:519323)   ,Food Processing
519439,PIONEER AGRO,Pioneer Agro Extracts Ltd(NDA) (BSE code:519439)   ,Food Processing
519552,HERITAGE FOO,Heritage Foods (India) Limited (BSE code:519552)   ,Food Processing
519600,CCL PRODUCTS,CCL Products (India) Limited (BSE code:519600)   ,Agricultural Related
520057,SONA KOYO ST,Sona Koyo Steering Systems Limited (BSE code:520057)   ,Auto Ancillaries
520073,RAUNAQ AUTO ,Raunaq Automotive Components Ltd(NDA) (BSE code:520073)   ,Auto Ancillaries
520119,AUTOMOTIVE S,Automotive Stampings and Assemblies Ltd (BSE code:520119)   ,Engineering
521076,AMIT SPIN.  ,Amit Spinning Industries Ltd(NDA) (BSE code:521076)   ,Textile
521099,EMTEX IND.  ,EMTEX INDUST (BSE code:521099)   ,Textile
521147,MILLENNIUM B,Millennium Beer Industries Ltd (BSE code:521147)   ,Breweries and Distilleries
521176,GANGOTRI TEX,Gangotri Textiles Ltd(NDA) (BSE code:521176)   ,Textile
521180,SUPER SPIN. ,Super Spinning Mills Ltd (BSE code:521180)   ,Textile
521200,SURYLAK.COTT,Suryalakshmi Cotton Mills Limited (BSE code:521200)   ,Textile
502880,HINDOO.SPIN.,Hindoo.Spin. (Bse Code: 502880 ),Textile
532960,IB SECURITIE,Indiabulls Securities Ltd. (BSE code:532960)   ,Financial Services
531578,KMF BUILDERS,KMF BUILDERS (BSE code:531578)   ,Construction and Building Materials
500252,LAKSHMI MACH,Lakshmi Mach (Bse Code: 500252 ),Engineering
530759,STERL.TOOLS ,Sterling Tools Ltd (BSE code:530759)   ,Engineering
532348,SUBEX LTX   ,Subex Ltd. (BSE code:532348)   ,IT
530735,SUPER BAKERS,SUPER BAKE I (BSE code:530735)   ,Food Processing
522294,T & I GLOBAL,T&I GLOBAL L (BSE code:522294)   ,Others
532444,T. SPIRITUAL,T. Spiritual World Ltd (BSE code:532444)   ,IT
500408,TATA ELXSI  ,Tata Elxsi   (Bse Code: 500408 ),IT
532742,PAUSHAK LTD ,Paushak Ltd(NDA) (BSE code:532742)   ,Chemicals
530381,PETRON ENGG.,Petron Engineering Construction Ltd. (BSE code:530381)   ,Construction and Building Materials
532366,PNB GILTS   ,PNB Gilts Ltd. (BSE code:532366)   ,Financial Services
522205,PRAJ IND.LTD,PRAJ Industries Limited (BSE code:522205)   ,Engineering
523289,RAMA VISION ,RAMA VISIO L (BSE code:523289)   ,Engineering
532369,RAMCO INDS. ,Ramco Industries Ltd. (BSE code:532369)   ,Construction and Building Materials
500360,RAPICUT CARB,Rapicut Carb (Bse Code: 500360 ),Engineering
532055,RASHEL AGRO.,RASHEL AGROT (BSE code:532055)   ,Food Processing
533065,REISIX TENR ,REI Six Ten Retail Ltd (BSE code:533065)   ,Retail
511712,RELIC TECHNO,RELIC TECHNOLOGIES INR10 (BSE code:511712)   ,Financial Services
502986,VARDH TEXT  ,Vardh Text   (Bse Code: 502986 ),Textile
503657,VEER ENERGY ,Veer Energy  (Bse Code: 503657 ),Power
506142,VYAPAR INDS ,Vyapar Inds  (Bse Code: 506142 ),Others
523660,WATERBASE   ,Waterbase Ltd(NDA) (BSE code:523660)   ,Others
506172,SAMPADA CHEM,Sampada Chem (Bse Code: 506172 ),Chemicals
513488,SH.STEEL WIR,SH STEEL WI R (BSE code:513488)   ,Steel
531800,SHEETAL BIO ,SHEETAL BIO (BSE code:531800)   ,Financial Services
513418,SHIMOGA TECH,SHIMOG TECHN (BSE code:513418)   ,Steel
505827,SNL BEARINGS,Snl Bearings (Bse Code: 505827 ),Engineering
526161,SPENTA INT. ,SPENTA INTER (BSE code:526161)   ,Textile
507747,TTK HEALTHCA,Ttk Healthca (Bse Code: 507747 ),Pharmaceuticals
506690,UNICHEM LAB ,Unichem Lab  (Bse Code: 506690 ),Pharmaceuticals
530885,JAISAL SEC. ,Jaisal Securities Ltd(NDA) (BSE code:530885)   ,Financial Services
526043,POLYMECH.MCH,POLYMECHPLAS (BSE code:526043)   ,Engineering
961682,HDFCWAR     ,Hdfcwar      (Bse Code: 961682 ),Un classified
532379,FIRSTOBJ    ,FIRSTOBJ (BSE code:532379)   ,IT
531228,RANDER CORP.,RANDER CORPO (BSE code:531228)   ,Others
961679,TATAINWAR   ,Tatainwar    (Bse Code: 961679 ),Un classified
500040,CENTURY TEXT,Century Text (Bse Code: 500040 ),Diversified
532774,ACCEL FRONTL,Accel Frontline Limited (BSE code:532774)   ,IT
532166,ALKA SECUR. ,Alka Securities Ltd (BSE code:532166)   ,Financial Services
511750,ASCENT EXIM ,ASCENT EXIM (BSE code:511750)   ,Others
502015,ASSOC.STONE ,Assoc.Stone  (Bse Code: 502015 ),Diversified
531336,AUROMA COKE ,AUROMA COKE (BSE code:531336)   ,Mining
519295,BAMBINO AGRO,BAMBI AGRO I(BSE INDONEXT) (BSE code:519295)   ,Food Processing
513532,PRADEEP MET.,Pradeep Metals Ltd (BSE code:513532)   ,Engineering
513605,LANCO INDUS.,LANCO Industries Ltd (BSE code:513605)   ,Steel
513611,PITHAMP.STL ,PITHAMPUR ST (BSE code:513611)   ,Steel
513687,SPECTRA IND.,Spectra Industries Ltd(NDA) (BSE code:513687)   ,Auto Ancillaries
514036,LOY.TEX MILL,Loyal Textiles Mills Ltd(NDA) (BSE code:514036)   ,Textile
514043,HIMAT.SEIDE ,Himatsingka Seide Limited (BSE code:514043)   ,Textile
514045,BSL LTD.    ,BSL Ltd (BSE code:514045)   ,Textile
514138,SURYALATA SP,Suryalata Spinning Mills Ltd. (BSE code:514138)   ,Textile
514144,UNIWORTH LTD,Uniworth Ltd(NDA) (BSE code:514144)   ,Textile
514238,IKAB SEC.   ,IKAB SECU IN (BSE code:514238)   ,Financial Services
514266,ZENITH FIBRE,ZENITH FIBRS(BSE INDONEXT) (BSE code:514266)   ,Textile
514272,BHILWARA SP.,BHILWARA SPI (BSE code:514272)   ,Textile
514322,KAMADGIRI SY,KAMADGI SYNT(BSE INDONEXT) (BSE code:514322)   ,Textile
514326,PATSPIN INDI,Patspin India Ltd (BSE code:514326)   ,Textile
514348,WINSOME YARN,Winsome Yarns Ltd (BSE code:514348)   ,Textile
514378,YARN SYNDICA,YARN SYNDICT (BSE code:514378)   ,Textile
514428,HINDU.ADHESI,HINDUST ADHE (BSE code:514428)   ,Others
514442,BHAGYA.WOOD ,BHAGYA WO PL (BSE code:514442)   ,Plastic Processing
514450,MAHA.RUBTECH,Mahalaxmi Rubtech Ltd(NDA) (BSE code:514450)   ,Textile
514474,FAIRDEAL FIL,Fairdeal Filaments Ltd(NDA) (BSE code:514474)   ,Textile
515035,BELL CERAMIC,Bell Ceramics Ltd (BSE code:515035)   ,Construction and Building Materials
515043,SAINT-GOBAIN,Saint-Gobain Sekurit India Limited (BSE code:515043)   ,Glass
515055,ANANT RAJ IN,Anant Raj Industries Limited (BSE code:515055)   ,Construction and Building Materials
515085,RESTILE CER.,Restile Ceramics Ltd(NDA) (BSE code:515085)   ,Construction and Building Materials
515145,HIND.NAT.GLS,Hindusthan National Glass & Industries (BSE code:515145)   ,Packaging
516022,STAR PAPER  ,Star Paper Mills Limited (BSE code:516022)   ,Paper
900574,Tata Mot'B'  (Bse Code: 900574 ),Tata Mot'B'  (Bse Code: 900574 ),Un classified
516072,VISHNU CHEM ,VISHNU CHEM (BSE code:516072)   ,Chemicals
516108,S.I.PAPER   ,South India Paper Mills Limited (BSE code:516108)   ,Paper
517001,BIRLA POWER ,Birla Power Solutions Limited (BSE code:517001)   ,Engineering
517140,MOSER BEAR  ,Moser Baer India Limited (BSE code:517140)   ,IT
517174,HONEYWELL   ,Honeywell Automation India Ltd. (BSE code:517174)   ,Engineering
517246,BCC FUBA    ,BCC Fuba India Ltd(NDA) (BSE code:517246)   ,Engineering
517258,PRECISION EL,Precision Electronics Ltd (BSE code:517258)   ,Engineering
517288,GUJ.POLY-AVX,GUJ.POLY-AVX (BSE code:517288)   ,Others
517334,MOTHERSON SS,Motherson Sumi Systems Limited (BSE code:517334)   ,Auto Ancillaries
517356,ACI INFOCOM ,ACI INFOCOM (BSE code:517356)   ,IT
