Company name,Symbol
Venky's (India) Limited,NSE: VENKEYS
Venus Remedies Limited,NSE: VENUSREM
Vera Synthetic Limited,NSE: VERA
Vertoz Advertising Limited,NSE: VERTOZ
Vesuvius India Limited,NSE: VESUVIUS
Veto Switchgears And Cables Limited,NSE: VETO
V-Guard Industries Limited,NSE: VGUARD
Viceroy Hotels Limited,NSE: VICEROY
Videocon Industries Limited,NSE: VIDEOIND
Vidhi Specialty Food Ingredients Limited,NSE: VIDHIING
Viji Finance Limited,NSE: VIJIFIN
Vikas EcoTech Limited,NSE: VIKASECO
Vikas Multicorp Limited,NSE: VIKASMCORP
Vimta Labs Limited,NSE: VIMTALABS
Vinati Organics Limited,NSE: VINATIORGA
Vindhya Telelinks Limited,NSE: VINDHYATEL
Vinny Overseas Limited,NSE: VINNY
Vinyl Chemicals (India) Limited,NSE: VINYLINDIA
VIP Clothing Limited,NSE: VIPCLOTHNG
VIP Industries Limited,NSE: VIPIND
Vipul Limited,NSE: VIPULLTD
Visa Steel Limited,NSE: VISASTEEL
Visagar Polytex Limited,NSE: VIVIDHA
Visaka Industries Limited,NSE: VISAKAIND
Vishnu Chemicals Limited,NSE: VISHNU
Vishwaraj Sugar Industries Limited,NSE: VISHWARAJ
Vivimed Labs Limited,NSE: VIVIMEDLAB
VLS Finance Limited,NSE: VLSFINANCE
V-Mart Retail Limited,NSE: VMART
Vodafone Idea Limited,NSE: IDEA
Voltamp Transformers Limited,NSE: VOLTAMP
Voltas Limited,NSE: VOLTAS
VRL Logistics Limited,NSE: VRLLOG
VST Industries Limited,NSE: VSTIND
W S Industries (I) Limited,NSE: WSI
WABCO India Limited,NSE: WABCOINDIA
Walchandnagar Industries Limited,NSE: WALCHANNAG
Wanbury Limited,NSE: WANBURY
Wealth First Portfolio Managers Limited,NSE: WEALTH
Websol Energy System Limited,NSE: WEBELSOLAR
Weizmann Limited,NSE: WEIZMANIND
Welspun Corp Limited,NSE: WELCORP
Welspun Enterprises Limited,NSE: WELENT
Welspun India Limited,NSE: WELSPUNIND
Welspun Investments and Commercials Limited,NSE: WELINV
Wendt (India) Limited,NSE: WENDT
West Coast Paper Mills Limited,NSE: WSTCSTPAPR
Wheels India Limited,NSE: WHEELS
Whirlpool of India Limited,NSE: WHIRLPOOL
Williamson Magor & Company Limited,NSE: WILLAMAGOR
Windsor Machines Limited,NSE: WINDMACHIN
Wipro Limited,NSE: WIPRO
Wockhardt Limited,NSE: WOCKPHARMA
Wonder Fibromats Limited,NSE: WFL
Wonderla Holidays Limited,NSE: WONDERLA
Worth Peripherals Limited,NSE: WORTH
Xchanging Solutions Limited,NSE: XCHANGING
Xelpmoc Design And Tech Limited,NSE: XELPMOC
Xpro India Limited,NSE: XPROINDIA
Yes Bank Limited,NSE: YESBANK
Zee Entertainment Enterprises Limited,NSE: ZEEL
Zee Learn Limited,NSE: ZEELEARN
Zee Media Corporation Limited,NSE: ZEEMEDIA
Zen Technologies Limited,NSE: ZENTEC
Zenith Birla (India) Limited,NSE: ZENITHBIR
Zenith Exports Limited,NSE: ZENITHEXPO
Zensar Technologies Limited,NSE: ZENSARTECH
Zicom Electronic Security Systems Limited,NSE: ZICOM
Zodiac Clothing Company Limited,NSE: ZODIACLOTH
Zodiac Energy Limited,NSE: ZODIAC
Zodiac JRD- MKJ Limited,NSE: ZODJRDMKJ
Zota Health Care Limited,NSE: ZOTA
Zuari Agro Chemicals Limited,NSE: ZUARI
Zuari Global Limited,NSE: ZUARIGLOB
Zydus Wellness Limited,NSE: ZYDUSWELL
ZAGGLE Zaggle,NSE: ZAGGLE
